Participant_ID,Group,IMI_Score_Item_1,IMI_Score_Item_2,IMI_Score_Item_3,IMI_Score_Item_4,IMI_Score_Item_5,IMI_Score_Item_6,IMI_Score_Item_7,IMI_Score_Item_8,IMI_Score_Item_9,IMI_Score_Item_10,IMI_Score_Item_11,IMI_Score_Item_12,IMI_Score_Item_13,IMI_Score_Item_14,IMI_Score_Item_15,IMI_Score_Item_16,IMI_Score_Item_17,IMI_Score_Item_18,IMI_Score_Item_19,IMI_Score_Item_20,IMI_Score_Item_21,IMI_Score_Item_22,IMI_Score_Item_23,IMI_Score_Item_24,IMI_Score,PAS_Score_Item_1,PAS_Score_Item_2,PAS_Score_Item_3,PAS_Score_Item_4,PAS_Score_Item_5,PAS_Score_Item_6,PAS_Score_Item_7,PAS_Score_Item_8,PAS_Score_Item_9,PAS_Score_Item_10,PAS_Score_Item_11,PAS_Score,CLS_Score_Item_1,CLS_Score_Item_2,CLS_Score_Item_3,CLS_Score_Item_4,CLS_Score_Item_5,CLS_Score_Item_6,CLS_Score_Item_7,CLS_Score_Item_8,CLS_Score_Item_9,CLS_Score,SPQ_Score_Item_1,SPQ_Score_Item_2,SPQ_Score_Item_3,SPQ_Score_Item_4,SPQ_Score_Item_5,SPQ_Score_Item_6,SPQ_Score_Item_7,SPQ_Score_Item_8,SPQ_Score_Item_9,SPQ_Score_Item_10,SPQ_Score_Item_11,SPQ_Score_Item_12,SPQ_Score,TAM_Score_Item_1,TAM_Score_Item_2,TAM_Score_Item_3,TAM_Score_Item_4,TAM_Score_Item_5,TAM_Score_Item_6,TAM_Score_Item_7,TAM_Score_Item_8,TAM_Score_Item_9,TAM_Score_Item_10,TAM_Score_Item_11,TAM_Score_Item_12,TAM_Score,Performance_T1
P00068,AI-Assisted (Claude 3),6,6,7,4,4,7,6,3,4,6,6,4,1,6,3,2,1,6,5,5,7,6,7,3,4.791666666666667,3,1,2,2,4,3,4,4,6,2,1,2.909090909090909,5.0,4.0,7.0,5.0,4.0,4.0,6.0,5.0,4.0,4.888888888888889,7.0,3.0,5.0,6.0,2.0,5.0,3.0,6.0,3.0,6.0,6.0,6.0,4.833333333333333,6.0,5.0,4.0,7.0,4.0,4.0,6.0,4.0,4.0,3.0,4.0,5.0,4.666666666666667,75.94
P00070,AI-Assisted (Claude 3),6,6,6,4,6,3,5,7,6,5,4,6,5,2,6,5,7,4,1,6,6,3,4,7,5.0,2,4,2,1,3,2,2,3,3,3,1,2.363636363636364,6.0,2.0,2.0,6.0,6.0,5.0,3.0,4.0,5.0,4.333333333333333,2.0,4.0,6.0,7.0,4.0,6.0,2.0,6.0,3.0,5.0,4.0,7.0,4.666666666666667,4.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,6.0,7.0,5.25,60.97
P00071,AI-Assisted (Claude 3),7,3,6,6,2,5,5,4,7,4,4,5,6,5,7,6,2,4,4,6,1,7,6,5,4.875,5,6,4,4,3,3,2,2,2,1,3,3.1818181818181817,2.0,5.0,5.0,5.0,4.0,7.0,7.0,3.0,5.0,4.777777777777778,4.0,3.0,3.0,5.0,4.0,6.0,6.0,7.0,3.0,5.0,6.0,4.0,4.666666666666667,4.0,7.0,6.0,6.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,4.583333333333333,80.88
P00072,AI-Assisted (Claude 3),6,5,4,4,5,6,7,4,4,6,4,4,7,6,5,3,6,7,5,7,7,7,6,6,5.458333333333333,5,3,2,2,3,1,3,4,1,5,4,3.0,4.0,6.0,5.0,7.0,6.0,3.0,6.0,5.0,5.0,5.222222222222222,4.0,7.0,6.0,4.0,3.0,4.0,5.0,5.0,6.0,6.0,6.0,5.0,5.083333333333333,3.0,5.0,7.0,5.0,6.0,5.0,4.0,5.0,6.0,4.0,5.0,4.0,4.916666666666667,86.07
P00073,AI-Assisted (Claude 3),5,7,7,5,4,2,3,3,7,5,6,2,3,7,6,5,6,7,5,5,6,7,2,6,5.041666666666667,3,4,2,3,4,7,4,1,2,2,1,3.0,4.0,6.0,3.0,7.0,6.0,4.0,5.0,7.0,6.0,5.333333333333333,5.0,4.0,5.0,4.0,1.0,7.0,5.0,5.0,5.0,4.0,4.0,2.0,4.25,7.0,3.0,4.0,5.0,7.0,5.0,3.0,7.0,6.0,6.0,6.0,7.0,5.5,98.4
P00075,AI-Assisted (Claude 3),4,5,4,5,5,7,5,3,5,6,7,4,3,6,3,5,5,5,6,4,5,5,5,5,4.875,3,4,3,3,1,3,3,4,2,2,2,2.727272727272727,6.0,7.0,4.0,6.0,5.0,5.0,5.0,6.0,5.0,5.444444444444445,7.0,3.0,5.0,4.0,3.0,5.0,5.0,7.0,4.0,3.0,5.0,2.0,4.416666666666667,5.0,5.0,6.0,7.0,4.0,5.0,4.0,3.0,6.0,3.0,5.0,4.0,4.75,79.48
P00076,AI-Assisted (Claude 3),7,3,2,5,5,6,5,5,6,7,2,5,6,4,7,4,5,6,4,2,5,7,5,4,4.875,4,2,2,3,4,6,4,4,2,1,3,3.1818181818181817,5.0,3.0,5.0,6.0,5.0,6.0,5.0,4.0,4.0,4.777777777777778,3.0,7.0,5.0,4.0,3.0,7.0,3.0,4.0,5.0,6.0,6.0,7.0,5.0,6.0,4.0,5.0,6.0,7.0,3.0,7.0,5.0,6.0,5.0,4.0,6.0,5.333333333333333,80.69
P00077,AI-Assisted (Claude 3),7,5,4,3,6,6,4,4,5,3,4,4,5,4,3,7,7,4,6,6,7,4,7,4,4.958333333333333,1,4,5,7,1,4,2,4,1,1,2,2.909090909090909,5.0,4.0,6.0,6.0,6.0,7.0,6.0,3.0,7.0,5.555555555555555,4.0,6.0,7.0,5.0,2.0,3.0,7.0,4.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,7.0,5.0,4.0,4.0,4.0,5.0,7.0,5.25,63.81
P00078,Human-Human Pair,5,4,5,3,5,5,6,6,3,7,6,5,5,4,6,6,3,4,5,6,7,4,4,4,4.916666666666667,2,2,4,1,4,1,2,2,5,2,1,2.363636363636364,2.0,5.0,6.0,5.0,5.0,7.0,4.0,6.0,2.0,4.666666666666667,3.0,2.0,4.0,4.0,5.0,5.0,3.0,4.0,2.0,7.0,4.0,4.0,3.9166666666666665,,,,,,,,,,,,,,89.82
P00080,Human-Human Pair,5,4,3,4,4,5,5,6,4,5,7,6,5,4,4,4,4,6,5,3,7,6,3,5,4.75,3,5,1,4,5,2,2,1,3,3,4,3.0,6.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,7.0,4.777777777777778,5.0,4.0,4.0,4.0,7.0,4.0,4.0,4.0,6.0,7.0,5.0,5.0,4.916666666666667,,,,,,,,,,,,,,72.21
P00081,Human-Human Pair,2,6,5,6,4,5,5,7,5,7,6,3,5,4,2,7,6,6,5,3,4,6,4,1,4.75,3,3,3,4,4,3,5,1,4,4,1,3.1818181818181817,3.0,4.0,4.0,6.0,4.0,4.0,4.0,6.0,5.0,4.444444444444445,4.0,4.0,6.0,3.0,6.0,5.0,4.0,7.0,3.0,4.0,3.0,6.0,4.583333333333333,,,,,,,,,,,,,,90.95
P00082,Human-Human Pair,7,7,5,5,3,7,6,4,7,4,6,5,6,5,3,5,7,5,6,4,5,4,6,5,5.291666666666667,4,5,4,3,1,3,2,2,2,1,1,2.5454545454545454,4.0,5.0,3.0,5.0,7.0,6.0,7.0,5.0,7.0,5.444444444444445,3.0,4.0,1.0,6.0,7.0,4.0,4.0,3.0,5.0,6.0,2.0,5.0,4.166666666666667,,,,,,,,,,,,,,68.65
P00083,Human-Human Pair,5,6,5,5,5,7,6,6,3,5,7,5,6,7,7,5,4,1,5,5,6,5,5,3,5.166666666666667,2,4,5,3,3,4,2,3,2,4,3,3.1818181818181817,5.0,4.0,6.0,7.0,3.0,4.0,5.0,6.0,4.0,4.888888888888889,1.0,7.0,6.0,2.0,4.0,7.0,7.0,6.0,4.0,5.0,4.0,6.0,4.916666666666667,,,,,,,,,,,,,,61.85
P00085,Human-Human Pair,6,6,6,5,6,5,6,2,5,7,4,4,5,3,2,5,5,5,5,5,7,5,4,5,4.916666666666667,4,5,2,3,3,1,3,1,1,3,2,2.5454545454545454,5.0,5.0,3.0,5.0,3.0,7.0,3.0,4.0,3.0,4.222222222222222,5.0,4.0,4.0,6.0,5.0,5.0,3.0,2.0,5.0,4.0,5.0,4.0,4.333333333333333,,,,,,,,,,,,,,74.12
P00086,Human-Human Pair,3,7,5,6,4,6,3,6,5,5,6,3,4,6,7,5,6,5,7,3,5,3,1,6,4.875,3,2,3,7,3,4,2,3,3,2,6,3.4545454545454546,7.0,5.0,1.0,4.0,7.0,4.0,6.0,7.0,5.0,5.111111111111111,3.0,1.0,6.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,6.0,4.0,4.0,,,,,,,,,,,,,,52.79
P00087,Human-Human Pair,5,5,5,7,5,5,4,6,5,5,2,7,3,4,6,3,3,2,6,4,7,4,4,4,4.625,3,2,4,1,1,1,1,2,2,2,5,2.1818181818181817,7.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.111111111111111,4.0,5.0,5.0,3.0,6.0,3.0,2.0,5.0,3.0,5.0,1.0,7.0,4.083333333333333,,,,,,,,,,,,,,79.42
P00088,Human-Human Pair,3,3,7,4,4,2,5,5,6,3,3,6,7,3,7,5,7,5,1,5,7,4,5,5,4.666666666666667,1,5,2,4,3,5,4,3,2,4,1,3.090909090909091,6.0,3.0,7.0,5.0,6.0,5.0,2.0,3.0,6.0,4.777777777777778,5.0,6.0,5.0,3.0,3.0,5.0,1.0,7.0,5.0,6.0,2.0,6.0,4.5,,,,,,,,,,,,,,97.11
P00100,Human-Human Pair,5,6,7,5,3,7,4,5,7,4,4,6,2,5,6,5,3,7,5,7,5,4,6,5,5.125,1,5,2,1,5,2,2,1,6,1,3,2.636363636363636,6.0,5.0,5.0,2.0,4.0,5.0,4.0,5.0,6.0,4.666666666666667,6.0,3.0,7.0,6.0,4.0,6.0,7.0,2.0,4.0,1.0,5.0,5.0,4.666666666666667,,,,,,,,,,,,,,71.34
P00101,Human-Human Pair,4,2,6,7,4,6,3,6,5,4,4,5,6,3,5,5,4,7,4,4,4,7,6,4,4.791666666666667,5,3,3,2,2,3,2,6,1,5,3,3.1818181818181817,5.0,6.0,4.0,6.0,1.0,4.0,3.0,3.0,4.0,4.0,5.0,6.0,5.0,3.0,5.0,5.0,6.0,6.0,5.0,3.0,3.0,4.0,4.666666666666667,,,,,,,,,,,,,,68.21
P00102,Human-Human Pair,6,6,5,5,5,4,4,3,4,6,4,5,6,6,4,7,7,3,4,7,5,2,3,5,4.833333333333333,1,2,3,5,2,5,5,5,3,1,4,3.272727272727273,6.0,5.0,7.0,6.0,6.0,6.0,5.0,1.0,4.0,5.111111111111111,6.0,3.0,4.0,3.0,7.0,7.0,3.0,5.0,3.0,5.0,5.0,6.0,4.75,,,,,,,,,,,,,,75.55
P00103,Human-Human Pair,7,4,3,5,3,3,4,4,4,6,4,5,7,4,5,6,2,2,6,6,7,5,6,5,4.708333333333333,3,5,1,4,6,3,5,2,3,3,1,3.272727272727273,3.0,3.0,6.0,6.0,5.0,6.0,5.0,7.0,5.0,5.111111111111111,5.0,4.0,6.0,4.0,6.0,3.0,3.0,6.0,4.0,4.0,6.0,4.0,4.583333333333333,,,,,,,,,,,,,,69.52
P00105,Human-Human Pair,5,3,5,7,5,5,4,7,4,7,7,6,5,7,7,4,4,3,6,6,3,5,3,4,5.083333333333333,4,2,2,1,3,3,2,3,3,2,1,2.363636363636364,7.0,4.0,5.0,6.0,7.0,3.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,6.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,,,,,,,,,,,,,,62.04
P00106,Human-Human Pair,4,2,7,4,7,7,3,4,7,7,5,6,4,6,4,2,3,5,3,5,4,4,6,6,4.791666666666667,3,4,4,5,2,2,1,2,4,5,4,3.272727272727273,2.0,6.0,2.0,6.0,4.0,6.0,3.0,7.0,3.0,4.333333333333333,3.0,3.0,2.0,5.0,7.0,7.0,5.0,6.0,5.0,5.0,4.0,5.0,4.75,,,,,,,,,,,,,,77.89
P00107,Human-Human Pair,4,5,5,6,4,5,7,7,7,5,6,7,7,2,3,7,5,4,3,4,3,7,5,5,5.125,4,4,4,5,2,2,4,2,3,4,4,3.4545454545454546,2.0,6.0,4.0,6.0,6.0,7.0,7.0,7.0,7.0,5.777777777777778,5.0,5.0,6.0,6.0,4.0,5.0,4.0,3.0,6.0,5.0,7.0,2.0,4.833333333333333,,,,,,,,,,,,,,65.47
P00108,Human-Human Pair,5,7,6,6,3,3,6,3,4,6,4,7,7,3,4,2,4,6,5,6,3,6,4,5,4.791666666666667,3,1,1,4,4,4,3,3,1,3,3,2.727272727272727,7.0,6.0,7.0,6.0,4.0,5.0,5.0,3.0,4.0,5.222222222222222,4.0,7.0,1.0,6.0,3.0,2.0,6.0,6.0,6.0,6.0,7.0,5.0,4.916666666666667,,,,,,,,,,,,,,70.01
P00110,Human-Human Pair,4,4,7,1,6,5,3,6,6,6,1,7,4,6,6,4,6,5,2,7,4,4,5,6,4.791666666666667,3,4,1,2,3,6,3,5,3,2,3,3.1818181818181817,5.0,6.0,7.0,5.0,7.0,3.0,4.0,4.0,5.0,5.111111111111111,4.0,6.0,3.0,5.0,6.0,1.0,7.0,4.0,1.0,5.0,5.0,4.0,4.25,,,,,,,,,,,,,,83.03
P00111,Human-Human Pair,6,6,6,5,7,3,5,5,6,4,3,5,6,7,3,7,7,5,3,5,5,6,4,7,5.25,1,1,5,1,3,7,3,1,3,3,3,2.8181818181818183,6.0,3.0,7.0,5.0,6.0,4.0,7.0,4.0,5.0,5.222222222222222,3.0,3.0,6.0,4.0,3.0,4.0,6.0,4.0,4.0,5.0,2.0,2.0,3.8333333333333335,,,,,,,,,,,,,,75.6
P00112,Human-Human Pair,4,7,7,6,7,5,6,4,7,7,5,6,7,5,4,6,5,5,4,3,6,7,5,7,5.625,2,1,3,3,4,2,5,6,3,5,1,3.1818181818181817,6.0,6.0,6.0,5.0,1.0,4.0,4.0,3.0,5.0,4.444444444444445,4.0,3.0,3.0,3.0,6.0,3.0,4.0,4.0,5.0,5.0,1.0,6.0,3.9166666666666665,,,,,,,,,,,,,,88.08
P00113,Human-Human Pair,4,4,5,4,6,2,4,7,4,7,6,2,6,5,5,6,6,6,7,6,3,4,7,6,5.083333333333333,6,5,3,3,3,1,3,5,2,4,4,3.5454545454545454,3.0,4.0,3.0,4.0,3.0,3.0,7.0,3.0,5.0,3.888888888888889,4.0,6.0,6.0,6.0,5.0,4.0,3.0,7.0,3.0,5.0,6.0,4.0,4.916666666666667,,,,,,,,,,,,,,83.57
P00115,Human-Human Pair,3,7,2,6,5,3,5,3,5,3,6,4,5,6,4,5,3,6,7,7,5,6,3,7,4.833333333333333,4,2,5,3,2,4,1,4,1,1,2,2.636363636363636,6.0,4.0,3.0,4.0,5.0,3.0,3.0,7.0,4.0,4.333333333333333,4.0,4.0,4.0,5.0,6.0,4.0,3.0,6.0,4.0,7.0,1.0,5.0,4.416666666666667,,,,,,,,,,,,,,93.56
P00116,Human-Human Pair,5,5,6,4,5,5,4,7,6,6,6,5,4,4,5,4,4,4,7,1,5,7,5,6,5.0,3,2,1,3,2,2,2,6,7,3,2,3.0,3.0,5.0,7.0,4.0,1.0,6.0,6.0,2.0,5.0,4.333333333333333,5.0,4.0,3.0,6.0,4.0,2.0,1.0,6.0,5.0,5.0,4.0,4.0,4.083333333333333,,,,,,,,,,,,,,59.58
P00117,Human-Human Pair,5,2,4,5,6,5,6,7,7,6,5,4,6,7,6,7,3,3,6,6,7,5,4,5,5.291666666666667,1,1,4,4,3,1,2,1,5,2,1,2.272727272727273,5.0,4.0,7.0,4.0,3.0,2.0,5.0,4.0,3.0,4.111111111111111,6.0,5.0,4.0,7.0,5.0,3.0,3.0,6.0,5.0,5.0,3.0,5.0,4.75,,,,,,,,,,,,,,63.22
P00118,Human-Human Pair,5,7,4,3,4,7,6,5,4,6,4,6,4,4,4,5,5,6,1,4,5,7,4,5,4.791666666666667,5,1,4,2,2,2,2,7,4,5,4,3.4545454545454546,2.0,5.0,6.0,4.0,6.0,6.0,7.0,4.0,3.0,4.777777777777778,4.0,7.0,2.0,1.0,5.0,4.0,4.0,6.0,4.0,2.0,7.0,3.0,4.083333333333333,,,,,,,,,,,,,,59.77
P00120,Human-Human Pair,5,4,4,6,3,5,6,7,6,4,7,5,3,5,7,5,5,7,3,3,3,6,5,7,5.041666666666667,3,2,3,3,1,7,4,3,4,4,3,3.363636363636364,4.0,6.0,5.0,4.0,7.0,5.0,6.0,7.0,5.0,5.444444444444445,5.0,6.0,3.0,5.0,5.0,3.0,7.0,2.0,3.0,6.0,6.0,3.0,4.5,,,,,,,,,,,,,,78.68
P00121,Human-Human Pair,7,5,7,3,6,7,7,5,5,6,6,6,7,4,5,4,5,7,5,7,5,5,5,4,5.541666666666667,3,5,3,2,2,2,3,5,1,2,3,2.8181818181818183,2.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,7.0,4.444444444444445,7.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,4.416666666666667,,,,,,,,,,,,,,78.58
P00122,Human-Human Pair,6,4,6,7,7,5,5,5,3,5,6,6,5,6,4,6,5,5,5,5,5,6,5,7,5.375,5,2,3,2,2,6,2,3,4,1,2,2.909090909090909,3.0,3.0,1.0,6.0,7.0,5.0,3.0,4.0,4.0,4.0,3.0,6.0,6.0,3.0,6.0,7.0,7.0,7.0,3.0,7.0,4.0,4.0,5.25,,,,,,,,,,,,,,75.5
P00123,Human-Human Pair,4,6,3,5,7,5,5,6,7,3,6,5,5,7,3,4,2,4,7,5,3,4,3,3,4.666666666666667,3,1,5,3,3,2,4,4,3,4,3,3.1818181818181817,6.0,4.0,5.0,4.0,4.0,4.0,5.0,7.0,7.0,5.111111111111111,3.0,6.0,4.0,5.0,3.0,5.0,5.0,2.0,5.0,6.0,4.0,7.0,4.583333333333333,,,,,,,,,,,,,,69.64
P00125,Human-Human Pair,7,7,4,7,6,4,7,7,5,4,5,6,7,6,5,7,5,7,5,6,5,5,5,7,5.791666666666667,2,2,6,4,1,2,1,1,1,3,1,2.1818181818181817,5.0,2.0,5.0,4.0,7.0,7.0,6.0,4.0,7.0,5.222222222222222,2.0,2.0,4.0,7.0,4.0,4.0,2.0,6.0,6.0,6.0,4.0,3.0,4.166666666666667,,,,,,,,,,,,,,57.12
P00126,Human-Human Pair,5,4,3,5,4,4,6,5,5,5,4,5,5,3,7,4,5,7,7,5,5,7,6,4,5.0,2,1,3,3,5,3,5,2,5,2,4,3.1818181818181817,3.0,5.0,2.0,4.0,5.0,4.0,3.0,6.0,5.0,4.111111111111111,4.0,5.0,7.0,6.0,6.0,5.0,5.0,1.0,3.0,4.0,2.0,3.0,4.25,,,,,,,,,,,,,,49.32
P00127,Human-Human Pair,5,6,7,6,4,2,3,3,4,5,4,6,5,5,7,3,6,5,5,7,7,4,5,6,5.0,3,4,3,6,1,3,2,4,1,3,2,2.909090909090909,4.0,3.0,4.0,6.0,5.0,6.0,7.0,5.0,4.0,4.888888888888889,5.0,4.0,4.0,2.0,6.0,4.0,5.0,3.0,5.0,3.0,4.0,6.0,4.25,,,,,,,,,,,,,,80.76
P00128,Human-Human Pair,5,3,7,7,6,4,5,4,7,6,4,4,7,7,7,6,5,1,6,5,5,5,3,6,5.208333333333333,4,4,4,4,2,3,3,3,4,4,6,3.727272727272727,7.0,5.0,1.0,7.0,4.0,4.0,4.0,4.0,6.0,4.666666666666667,2.0,3.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,7.0,1.0,4.0,3.9166666666666665,,,,,,,,,,,,,,56.67
P00130,Human-Human Pair,6,4,7,5,7,6,1,4,7,5,4,4,2,5,7,6,7,7,7,7,6,5,7,7,5.541666666666667,2,2,3,4,4,1,6,2,3,2,7,3.272727272727273,5.0,4.0,6.0,6.0,5.0,6.0,4.0,4.0,2.0,4.666666666666667,2.0,7.0,7.0,5.0,7.0,4.0,4.0,5.0,4.0,4.0,6.0,5.0,5.0,,,,,,,,,,,,,,79.87
P00131,Human-Human Pair,7,6,4,3,5,5,5,5,7,3,2,6,5,6,6,7,3,4,6,6,7,7,5,4,5.166666666666667,2,2,4,3,1,2,4,3,4,3,5,3.0,5.0,4.0,3.0,5.0,1.0,5.0,4.0,3.0,3.0,3.6666666666666665,6.0,5.0,5.0,5.0,5.0,6.0,5.0,2.0,7.0,5.0,4.0,3.0,4.833333333333333,,,,,,,,,,,,,,76.28
P00132,Human-Human Pair,5,7,5,4,7,7,5,6,5,6,7,6,5,7,2,7,3,4,5,5,7,4,6,4,5.375,3,3,3,2,2,3,4,2,2,4,3,2.8181818181818183,6.0,3.0,2.0,4.0,4.0,5.0,4.0,6.0,4.0,4.222222222222222,5.0,5.0,5.0,4.0,5.0,3.0,7.0,4.0,3.0,5.0,3.0,5.0,4.5,,,,,,,,,,,,,,96.86
P00133,Human-Human Pair,4,6,3,6,4,4,4,6,7,5,4,7,4,2,6,4,7,5,6,7,3,4,5,7,5.0,2,2,4,2,3,1,6,1,2,3,6,2.909090909090909,3.0,7.0,6.0,5.0,3.0,6.0,4.0,7.0,3.0,4.888888888888889,4.0,4.0,3.0,6.0,5.0,6.0,2.0,6.0,7.0,4.0,7.0,4.0,4.833333333333333,,,,,,,,,,,,,,56.22
P00135,Human-Human Pair,7,5,2,5,7,6,6,3,4,6,6,7,5,6,5,4,2,6,5,4,3,6,5,6,5.041666666666667,6,1,2,3,5,1,6,3,3,3,2,3.1818181818181817,6.0,3.0,5.0,4.0,4.0,7.0,5.0,6.0,6.0,5.111111111111111,2.0,7.0,1.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,6.0,3.8333333333333335,,,,,,,,,,,,,,79.66
P00136,Human-Human Pair,7,4,6,5,7,7,6,5,7,6,4,3,5,7,7,4,3,7,3,6,4,7,4,7,5.458333333333333,3,3,1,1,3,3,1,1,4,4,3,2.4545454545454546,6.0,3.0,4.0,7.0,5.0,5.0,7.0,3.0,6.0,5.111111111111111,7.0,4.0,6.0,3.0,3.0,5.0,6.0,6.0,7.0,4.0,6.0,4.0,5.083333333333333,,,,,,,,,,,,,,82.02
P00137,Human-Human Pair,5,6,6,3,3,5,3,6,6,6,4,7,7,5,6,5,6,5,5,7,7,3,5,3,5.166666666666667,5,2,1,4,6,4,3,4,5,2,3,3.5454545454545454,4.0,3.0,4.0,6.0,6.0,6.0,5.0,6.0,4.0,4.888888888888889,4.0,5.0,5.0,5.0,4.0,4.0,7.0,6.0,5.0,4.0,4.0,4.0,4.75,,,,,,,,,,,,,,75.11
P00138,Human-Human Pair,2,3,4,5,5,7,3,4,7,5,7,7,4,5,5,2,5,7,6,6,5,4,7,4,4.958333333333333,3,3,5,4,1,1,4,3,2,4,3,3.0,5.0,6.0,4.0,7.0,4.0,6.0,7.0,3.0,4.0,5.111111111111111,6.0,6.0,4.0,3.0,6.0,6.0,3.0,3.0,5.0,5.0,4.0,5.0,4.666666666666667,,,,,,,,,,,,,,63.73
P00150,Human-Human Pair,6,5,5,6,6,6,5,6,5,4,4,2,7,6,4,5,4,7,3,5,5,6,5,3,5.0,3,1,3,5,1,2,2,2,4,3,4,2.727272727272727,4.0,5.0,6.0,4.0,6.0,5.0,6.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,7.0,2.0,3.0,4.0,5.0,7.0,2.0,4.25,,,,,,,,,,,,,,66.03
P00151,Human-Human Pair,2,5,6,7,5,7,6,5,3,6,3,7,5,7,4,6,6,5,5,6,4,3,7,6,5.25,3,5,3,5,3,1,6,4,3,4,2,3.5454545454545454,6.0,1.0,3.0,6.0,4.0,5.0,3.0,7.0,7.0,4.666666666666667,4.0,4.0,6.0,7.0,6.0,7.0,3.0,3.0,3.0,5.0,5.0,4.0,4.75,,,,,,,,,,,,,,80.97
P00152,Human-Human Pair,7,3,4,6,4,4,7,3,5,6,4,6,4,7,5,6,6,4,2,6,5,6,5,5,5.0,6,1,4,2,2,2,2,4,5,4,3,3.1818181818181817,3.0,6.0,7.0,4.0,4.0,4.0,4.0,1.0,5.0,4.222222222222222,3.0,2.0,6.0,3.0,4.0,7.0,2.0,2.0,5.0,6.0,2.0,5.0,3.9166666666666665,,,,,,,,,,,,,,78.38
P00153,Human-Human Pair,2,6,7,5,7,7,5,5,4,5,6,5,2,7,5,5,6,7,1,6,3,6,5,6,5.125,2,1,2,4,4,1,4,2,3,2,3,2.5454545454545454,6.0,3.0,4.0,5.0,7.0,3.0,7.0,7.0,5.0,5.222222222222222,4.0,3.0,4.0,2.0,4.0,7.0,4.0,4.0,2.0,5.0,5.0,5.0,4.083333333333333,,,,,,,,,,,,,,69.33
P00155,Human-Human Pair,6,5,6,4,7,7,3,4,4,6,3,5,6,5,6,4,6,4,5,6,5,5,4,5,5.041666666666667,3,1,2,3,1,5,5,1,5,3,4,3.0,4.0,6.0,5.0,4.0,3.0,3.0,5.0,6.0,6.0,4.666666666666667,4.0,3.0,3.0,6.0,4.0,5.0,3.0,5.0,4.0,6.0,6.0,4.0,4.416666666666667,,,,,,,,,,,,,,70.35
P00156,Human-Human Pair,4,3,4,5,6,5,5,7,5,6,3,1,6,3,5,5,7,6,5,6,6,4,7,4,4.916666666666667,3,1,3,3,5,1,2,4,3,3,1,2.636363636363636,4.0,7.0,5.0,5.0,5.0,3.0,6.0,6.0,7.0,5.333333333333333,3.0,6.0,3.0,5.0,6.0,1.0,4.0,4.0,3.0,5.0,6.0,4.0,4.166666666666667,,,,,,,,,,,,,,74.12
P00157,Human-Human Pair,5,5,4,7,6,6,4,4,5,3,3,4,6,4,4,4,5,5,7,7,7,7,4,3,4.958333333333333,1,5,2,1,2,3,3,3,2,4,2,2.5454545454545454,5.0,6.0,4.0,4.0,6.0,4.0,4.0,6.0,7.0,5.111111111111111,5.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,4.5,,,,,,,,,,,,,,68.16
P00158,Individual,7,6,5,7,3,3,7,5,5,3,6,6,3,5,5,5,3,7,6,5,5,5,4,4,5.0,2,5,4,4,3,1,3,4,1,4,6,3.363636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.08
P00160,Individual,2,2,4,5,7,6,5,4,4,5,6,6,4,6,6,3,4,6,5,7,6,4,5,5,4.875,2,1,4,4,4,5,2,5,1,1,1,2.727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.31
P00161,Individual,4,6,5,3,5,5,2,4,4,7,5,6,3,7,7,2,4,6,6,4,5,4,5,7,4.833333333333333,2,4,2,2,4,4,4,1,2,4,3,2.909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.91
P00162,Individual,6,4,7,7,6,7,5,6,7,5,5,3,5,6,7,6,4,2,4,5,5,6,7,5,5.416666666666667,3,2,3,2,3,4,3,4,3,1,4,2.909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.66
P00163,Individual,3,3,6,5,3,6,3,5,5,6,7,3,5,5,6,5,5,4,3,7,6,6,5,4,4.833333333333333,1,3,1,6,1,3,5,4,3,1,1,2.636363636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.65
P00165,Individual,5,6,1,5,3,6,4,4,5,4,4,3,2,7,3,5,6,4,4,5,7,3,5,2,4.291666666666667,2,3,2,2,1,3,4,1,2,4,5,2.636363636363636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.96
