Participant_ID,Group,IMI_Score_Item_1,IMI_Score_Item_2,IMI_Score_Item_3,IMI_Score_Item_4,IMI_Score_Item_5,IMI_Score_Item_6,IMI_Score_Item_7,IMI_Score_Item_8,IMI_Score_Item_9,IMI_Score_Item_10,IMI_Score_Item_11,IMI_Score_Item_12,IMI_Score_Item_13,IMI_Score_Item_14,IMI_Score_Item_15,IMI_Score_Item_16,IMI_Score_Item_17,IMI_Score_Item_18,IMI_Score_Item_19,IMI_Score_Item_20,IMI_Score_Item_21,IMI_Score_Item_22,IMI_Score_Item_23,IMI_Score_Item_24,IMI_Score,PAS_Score_Item_1,PAS_Score_Item_2,PAS_Score_Item_3,PAS_Score_Item_4,PAS_Score_Item_5,PAS_Score_Item_6,PAS_Score_Item_7,PAS_Score_Item_8,PAS_Score_Item_9,PAS_Score_Item_10,PAS_Score_Item_11,PAS_Score,CLS_Score_Item_1,CLS_Score_Item_2,CLS_Score_Item_3,CLS_Score_Item_4,CLS_Score_Item_5,CLS_Score_Item_6,CLS_Score_Item_7,CLS_Score_Item_8,CLS_Score_Item_9,CLS_Score,SPQ_Score_Item_1,SPQ_Score_Item_2,SPQ_Score_Item_3,SPQ_Score_Item_4,SPQ_Score_Item_5,SPQ_Score_Item_6,SPQ_Score_Item_7,SPQ_Score_Item_8,SPQ_Score_Item_9,SPQ_Score_Item_10,SPQ_Score_Item_11,SPQ_Score_Item_12,SPQ_Score,TAM_Score_Item_1,TAM_Score_Item_2,TAM_Score_Item_3,TAM_Score_Item_4,TAM_Score_Item_5,TAM_Score_Item_6,TAM_Score_Item_7,TAM_Score_Item_8,TAM_Score_Item_9,TAM_Score_Item_10,TAM_Score_Item_11,TAM_Score_Item_12,TAM_Score,Performance_T2
P00068,AI-Assisted (Claude 3),7,6,7,4,4,7,6,3,5,6,7,4,1,6,4,2,1,7,6,5,7,6,7,3,5.041666666666667,2,1,2,2,3,3,3,4,6,2,1,2.6363636363636362,6.0,4.0,7.0,5.0,4.0,4.0,6.0,5.0,4.0,5.0,7.0,4.0,5.0,6.0,2.0,6.0,3.0,6.0,3.0,6.0,6.0,6.0,5.0,6.0,5.0,4.0,7.0,4.0,4.0,6.0,4.0,4.0,3.0,5.0,5.0,4.75,82.05
P00070,AI-Assisted (Claude 3),6,6,6,4,6,4,5,7,7,5,4,6,5,2,7,5,7,4,1,6,6,3,4,7,5.125,2,4,2,1,2,2,2,2,3,2,1,2.090909090909091,6.0,2.0,2.0,6.0,6.0,5.0,3.0,4.0,5.0,4.333333333333333,2.0,4.0,6.0,7.0,4.0,6.0,2.0,6.0,4.0,5.0,4.0,7.0,4.75,4.0,6.0,5.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,6.0,7.0,5.25,67.66
P00071,AI-Assisted (Claude 3),7,4,6,6,3,6,5,4,7,4,4,6,6,5,7,6,2,5,5,6,1,7,6,6,5.166666666666667,4,6,4,4,3,2,2,1,2,1,2,2.8181818181818183,3.0,5.0,5.0,5.0,4.0,7.0,7.0,3.0,5.0,4.888888888888889,4.0,3.0,3.0,5.0,4.0,6.0,6.0,7.0,4.0,6.0,6.0,4.0,4.833333333333333,4.0,7.0,6.0,6.0,4.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,4.583333333333333,86.81
P00072,AI-Assisted (Claude 3),6,5,4,4,5,6,7,5,4,6,4,5,7,7,6,3,6,7,5,7,7,7,6,6,5.625,5,3,2,2,3,1,2,4,1,5,4,2.909090909090909,4.0,6.0,5.0,7.0,7.0,3.0,6.0,5.0,5.0,5.333333333333333,4.0,7.0,6.0,4.0,3.0,4.0,5.0,5.0,7.0,6.0,6.0,5.0,5.166666666666667,3.0,5.0,7.0,5.0,6.0,5.0,4.0,5.0,6.0,4.0,5.0,4.0,4.916666666666667,91.79
P00073,AI-Assisted (Claude 3),5,7,7,5,4,2,3,3,7,6,6,2,4,7,6,5,6,7,5,5,6,7,2,6,5.125,2,3,2,2,4,7,4,1,2,2,1,2.727272727272727,5.0,6.0,3.0,7.0,6.0,4.0,5.0,7.0,6.0,5.444444444444445,5.0,4.0,5.0,4.0,2.0,7.0,5.0,5.0,5.0,4.0,5.0,2.0,4.416666666666667,7.0,3.0,4.0,5.0,7.0,5.0,3.0,7.0,6.0,6.0,6.0,7.0,5.5,100.0
P00075,AI-Assisted (Claude 3),4,5,4,6,5,7,5,3,5,6,7,5,3,7,3,5,5,5,6,4,5,5,6,6,5.083333333333333,3,4,3,3,1,3,3,4,1,2,2,2.6363636363636362,6.0,7.0,5.0,7.0,5.0,5.0,5.0,6.0,6.0,5.777777777777778,7.0,4.0,6.0,4.0,3.0,5.0,5.0,7.0,5.0,3.0,5.0,2.0,4.666666666666667,5.0,5.0,6.0,7.0,4.0,5.0,4.0,4.0,6.0,3.0,5.0,4.0,4.833333333333333,85.46
P00076,AI-Assisted (Claude 3),7,3,3,5,5,6,5,5,6,7,2,5,6,4,7,4,5,6,5,3,5,7,5,4,5.0,4,2,2,3,4,6,4,4,2,1,3,3.1818181818181817,5.0,4.0,5.0,6.0,6.0,6.0,6.0,4.0,4.0,5.111111111111111,3.0,7.0,5.0,4.0,3.0,7.0,3.0,4.0,5.0,6.0,6.0,7.0,5.0,6.0,4.0,5.0,6.0,7.0,3.0,7.0,6.0,6.0,5.0,4.0,6.0,5.416666666666667,86.62
P00077,AI-Assisted (Claude 3),7,5,4,3,7,6,4,5,5,3,4,4,5,4,3,7,7,4,6,6,7,4,7,5,5.083333333333333,1,4,4,6,1,4,2,4,1,1,1,2.6363636363636362,5.0,4.0,6.0,7.0,6.0,7.0,6.0,3.0,7.0,5.666666666666667,4.0,6.0,7.0,5.0,3.0,3.0,7.0,5.0,5.0,6.0,6.0,5.0,5.166666666666667,5.0,5.0,7.0,6.0,5.0,7.0,5.0,4.0,4.0,4.0,5.0,7.0,5.333333333333333,70.39
P00078,Human-Human Pair,6,4,5,3,5,5,6,6,4,7,6,6,5,5,6,6,3,4,5,6,7,4,5,5,5.166666666666667,2,2,4,1,3,1,2,2,5,2,1,2.272727272727273,2.0,5.0,6.0,6.0,5.0,7.0,4.0,6.0,3.0,4.888888888888889,4.0,2.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,7.0,4.0,4.0,4.25,,,,,,,,,,,,,,93.69
P00080,Human-Human Pair,5,4,3,4,4,5,5,6,4,5,7,6,5,4,4,4,4,6,5,3,7,6,3,5,4.75,3,5,1,4,5,2,2,1,2,3,4,2.909090909090909,7.0,4.0,2.0,5.0,6.0,5.0,5.0,5.0,7.0,5.111111111111111,5.0,4.0,4.0,5.0,7.0,5.0,5.0,4.0,7.0,7.0,6.0,5.0,5.333333333333333,,,,,,,,,,,,,,76.64
P00081,Human-Human Pair,2,6,5,6,4,5,5,7,5,7,6,3,5,4,2,7,6,6,6,3,5,7,4,2,4.916666666666667,2,3,3,4,4,3,5,1,4,4,1,3.090909090909091,3.0,4.0,4.0,6.0,4.0,4.0,4.0,7.0,5.0,4.555555555555555,5.0,5.0,7.0,4.0,7.0,5.0,5.0,7.0,3.0,4.0,3.0,6.0,5.083333333333333,,,,,,,,,,,,,,94.79
P00082,Human-Human Pair,7,7,5,5,3,7,6,5,7,4,6,5,6,5,3,5,7,5,6,4,5,4,6,5,5.333333333333333,4,4,4,3,1,3,2,2,2,1,1,2.4545454545454546,4.0,5.0,3.0,5.0,7.0,7.0,7.0,6.0,7.0,5.666666666666667,4.0,4.0,1.0,7.0,7.0,4.0,4.0,4.0,5.0,7.0,2.0,5.0,4.5,,,,,,,,,,,,,,73.19
P00083,Human-Human Pair,5,6,5,5,5,7,6,6,3,5,7,5,6,7,7,5,5,1,5,5,6,5,5,3,5.208333333333333,1,3,5,3,3,4,2,3,2,4,3,3.0,6.0,4.0,6.0,7.0,4.0,5.0,5.0,6.0,4.0,5.222222222222222,1.0,7.0,6.0,2.0,4.0,7.0,7.0,6.0,5.0,5.0,5.0,7.0,5.166666666666667,,,,,,,,,,,,,,66.61
P00085,Human-Human Pair,7,6,6,5,6,5,6,2,5,7,4,4,5,3,2,5,6,5,5,5,7,5,4,5,5.0,4,5,2,3,3,1,3,1,1,3,2,2.5454545454545454,5.0,5.0,4.0,5.0,3.0,7.0,3.0,5.0,4.0,4.555555555555555,6.0,4.0,4.0,6.0,5.0,6.0,3.0,3.0,5.0,4.0,6.0,5.0,4.75,,,,,,,,,,,,,,78.49
P00086,Human-Human Pair,3,7,5,6,4,6,3,6,5,5,6,3,4,6,7,5,6,5,7,3,5,3,2,6,4.916666666666667,3,2,3,7,2,4,2,3,2,2,6,3.272727272727273,7.0,5.0,2.0,5.0,7.0,5.0,7.0,7.0,5.0,5.555555555555555,4.0,1.0,6.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,7.0,4.0,4.25,,,,,,,,,,,,,,57.84
P00087,Human-Human Pair,5,5,6,7,5,5,4,7,6,5,2,7,3,4,6,4,3,2,6,4,7,4,4,4,4.791666666666667,3,2,4,1,1,1,1,2,2,2,5,2.1818181818181817,7.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,5.0,4.333333333333333,4.0,5.0,5.0,4.0,7.0,3.0,2.0,5.0,4.0,5.0,1.0,7.0,4.333333333333333,,,,,,,,,,,,,,83.62
P00088,Human-Human Pair,3,3,7,4,4,2,5,5,6,3,3,6,7,3,7,5,7,5,2,5,7,4,5,5,4.708333333333333,1,5,1,4,3,5,3,2,1,4,1,2.727272727272727,6.0,3.0,7.0,5.0,6.0,5.0,2.0,4.0,6.0,4.888888888888889,5.0,7.0,5.0,3.0,4.0,5.0,1.0,7.0,6.0,7.0,2.0,7.0,4.916666666666667,,,,,,,,,,,,,,100.0
P00100,Human-Human Pair,5,6,7,5,3,7,5,6,7,4,4,6,3,5,6,5,3,7,5,7,5,4,6,5,5.25,1,5,2,1,5,2,2,1,5,1,3,2.5454545454545454,6.0,6.0,5.0,3.0,4.0,5.0,4.0,5.0,6.0,4.888888888888889,6.0,3.0,7.0,6.0,5.0,7.0,7.0,3.0,5.0,1.0,5.0,5.0,5.0,,,,,,,,,,,,,,75.8
P00101,Human-Human Pair,4,2,6,7,4,6,3,6,5,4,4,5,6,3,5,5,4,7,4,4,4,7,6,4,4.791666666666667,4,3,3,2,2,3,2,6,1,5,3,3.090909090909091,6.0,6.0,4.0,6.0,1.0,4.0,4.0,3.0,5.0,4.333333333333333,5.0,6.0,5.0,4.0,5.0,5.0,6.0,6.0,5.0,4.0,4.0,4.0,4.916666666666667,,,,,,,,,,,,,,72.77
P00102,Human-Human Pair,6,6,5,5,6,5,4,3,4,6,4,5,6,6,4,7,7,4,4,7,5,2,3,5,4.958333333333333,1,2,3,5,2,4,5,5,3,1,3,3.090909090909091,7.0,5.0,7.0,6.0,6.0,7.0,6.0,1.0,4.0,5.444444444444445,7.0,4.0,5.0,3.0,7.0,7.0,4.0,5.0,4.0,6.0,6.0,6.0,5.333333333333333,,,,,,,,,,,,,,79.88
P00103,Human-Human Pair,7,4,3,5,3,3,4,4,4,6,5,5,7,4,5,6,2,2,6,6,7,6,7,5,4.833333333333333,3,5,1,3,6,3,5,2,3,3,1,3.1818181818181817,3.0,3.0,6.0,6.0,6.0,6.0,5.0,7.0,5.0,5.222222222222222,5.0,4.0,6.0,4.0,6.0,3.0,3.0,6.0,5.0,4.0,6.0,4.0,4.666666666666667,,,,,,,,,,,,,,74.03
P00105,Human-Human Pair,5,3,5,7,6,5,4,7,4,7,7,6,5,7,7,4,5,3,6,6,3,5,3,4,5.166666666666667,4,2,2,1,3,3,2,3,3,2,1,2.3636363636363638,7.0,4.0,5.0,7.0,7.0,3.0,6.0,4.0,4.0,5.222222222222222,4.0,3.0,5.0,3.0,6.0,5.0,6.0,4.0,4.0,5.0,3.0,4.0,4.333333333333333,,,,,,,,,,,,,,66.79
P00106,Human-Human Pair,4,2,7,4,7,7,3,4,7,7,5,6,4,6,4,2,3,5,4,5,4,4,7,6,4.875,3,4,4,5,2,2,1,2,4,5,4,3.272727272727273,2.0,7.0,2.0,6.0,5.0,6.0,3.0,7.0,3.0,4.555555555555555,4.0,3.0,2.0,5.0,7.0,7.0,5.0,7.0,5.0,6.0,4.0,5.0,5.0,,,,,,,,,,,,,,82.14
P00107,Human-Human Pair,4,5,5,7,4,5,7,7,7,5,6,7,7,2,3,7,5,4,3,4,3,7,5,5,5.166666666666667,4,4,4,4,2,2,4,2,3,3,4,3.272727272727273,2.0,6.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,5.888888888888889,5.0,5.0,6.0,6.0,4.0,5.0,5.0,4.0,7.0,5.0,7.0,2.0,5.083333333333333,,,,,,,,,,,,,,70.12
P00108,Human-Human Pair,5,7,6,6,4,4,6,3,5,6,4,7,7,3,4,2,4,6,5,6,3,6,4,5,4.916666666666667,3,1,1,4,3,4,3,3,1,2,3,2.5454545454545454,7.0,6.0,7.0,6.0,4.0,5.0,5.0,4.0,5.0,5.444444444444445,5.0,7.0,2.0,7.0,3.0,3.0,7.0,6.0,7.0,6.0,7.0,6.0,5.5,,,,,,,,,,,,,,74.51
P00110,Human-Human Pair,4,5,7,1,6,5,3,6,6,6,1,7,4,6,6,4,6,5,2,7,4,4,5,6,4.833333333333333,3,4,1,2,3,6,3,4,3,2,2,3.0,5.0,6.0,7.0,6.0,7.0,4.0,5.0,4.0,6.0,5.555555555555555,4.0,6.0,3.0,5.0,6.0,2.0,7.0,4.0,2.0,5.0,5.0,5.0,4.5,,,,,,,,,,,,,,87.12
P00111,Human-Human Pair,6,6,6,5,7,3,6,5,7,4,3,6,6,7,3,7,7,5,3,5,5,6,4,7,5.375,1,1,4,1,2,7,3,1,3,3,3,2.6363636363636362,6.0,4.0,7.0,5.0,6.0,4.0,7.0,5.0,6.0,5.555555555555555,3.0,3.0,6.0,4.0,4.0,4.0,6.0,4.0,5.0,5.0,2.0,3.0,4.083333333333333,,,,,,,,,,,,,,79.93
P00112,Human-Human Pair,4,7,7,6,7,5,6,4,7,7,5,6,7,5,4,7,5,6,4,3,6,7,5,7,5.708333333333333,2,1,3,3,4,2,5,6,3,5,1,3.1818181818181817,7.0,7.0,6.0,5.0,1.0,4.0,4.0,4.0,5.0,4.777777777777778,4.0,4.0,3.0,4.0,7.0,4.0,4.0,4.0,5.0,6.0,1.0,6.0,4.333333333333333,,,,,,,,,,,,,,92.02
P00113,Human-Human Pair,4,4,5,4,6,2,4,7,4,7,6,3,6,5,5,6,6,6,7,6,3,5,7,6,5.166666666666667,6,5,3,3,3,1,3,5,2,3,4,3.4545454545454546,4.0,4.0,4.0,4.0,3.0,4.0,7.0,4.0,5.0,4.333333333333333,4.0,7.0,7.0,6.0,5.0,5.0,3.0,7.0,4.0,6.0,6.0,4.0,5.333333333333333,,,,,,,,,,,,,,87.64
P00115,Human-Human Pair,4,7,3,6,5,4,6,3,5,3,6,4,5,6,4,5,3,6,7,7,5,6,3,7,5.0,4,2,5,2,2,3,1,4,1,1,1,2.3636363636363638,6.0,4.0,3.0,4.0,5.0,3.0,3.0,7.0,4.0,4.333333333333333,4.0,4.0,4.0,6.0,6.0,4.0,3.0,7.0,5.0,7.0,1.0,5.0,4.666666666666667,,,,,,,,,,,,,,97.31
P00116,Human-Human Pair,5,5,6,4,5,5,4,7,6,6,7,5,4,4,5,4,5,5,7,1,5,7,5,6,5.125,3,2,1,3,2,2,2,5,6,3,2,2.8181818181818183,3.0,6.0,7.0,5.0,2.0,6.0,7.0,3.0,5.0,4.888888888888889,6.0,5.0,4.0,6.0,4.0,3.0,2.0,7.0,6.0,5.0,4.0,4.0,4.666666666666667,,,,,,,,,,,,,,64.41
P00117,Human-Human Pair,5,2,4,5,6,5,6,7,7,6,5,4,6,7,6,7,3,4,7,6,7,5,4,5,5.375,1,1,4,4,3,1,2,1,5,2,1,2.272727272727273,5.0,4.0,7.0,4.0,3.0,2.0,5.0,4.0,3.0,4.111111111111111,7.0,6.0,5.0,7.0,6.0,4.0,3.0,6.0,5.0,5.0,4.0,6.0,5.333333333333333,,,,,,,,,,,,,,67.93
P00118,Human-Human Pair,5,7,4,3,4,7,6,5,5,6,4,6,4,4,4,5,5,6,1,4,5,7,4,6,4.875,5,1,3,2,2,2,2,7,4,4,4,3.272727272727273,3.0,6.0,7.0,4.0,7.0,6.0,7.0,4.0,3.0,5.222222222222222,4.0,7.0,2.0,2.0,5.0,4.0,5.0,6.0,4.0,2.0,7.0,3.0,4.25,,,,,,,,,,,,,,64.6
P00120,Human-Human Pair,5,4,4,6,3,5,6,7,6,4,7,5,3,5,7,6,5,7,3,3,3,6,6,7,5.125,3,2,3,3,1,7,4,3,4,4,3,3.3636363636363638,4.0,6.0,6.0,4.0,7.0,6.0,6.0,7.0,5.0,5.666666666666667,5.0,6.0,4.0,5.0,5.0,3.0,7.0,3.0,3.0,7.0,6.0,3.0,4.75,,,,,,,,,,,,,,82.91
P00121,Human-Human Pair,7,5,7,3,6,7,7,5,5,6,7,6,7,4,5,4,5,7,5,7,6,5,5,4,5.625,3,4,3,2,1,2,3,5,1,2,3,2.6363636363636362,2.0,4.0,4.0,4.0,5.0,5.0,4.0,6.0,7.0,4.555555555555555,7.0,2.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.666666666666667,,,,,,,,,,,,,,82.82
P00122,Human-Human Pair,7,5,6,7,7,5,5,6,4,5,6,6,5,6,4,6,5,5,5,5,5,6,5,7,5.541666666666667,5,1,3,2,2,6,2,3,4,1,2,2.8181818181818183,3.0,4.0,1.0,6.0,7.0,5.0,3.0,4.0,4.0,4.111111111111111,3.0,6.0,6.0,3.0,6.0,7.0,7.0,7.0,4.0,7.0,4.0,4.0,5.333333333333333,,,,,,,,,,,,,,79.83
P00123,Human-Human Pair,4,6,3,5,7,5,6,6,7,3,6,5,6,7,4,4,2,4,7,5,3,5,3,4,4.875,3,1,4,3,3,2,4,4,3,4,2,3.0,6.0,5.0,5.0,5.0,4.0,4.0,6.0,7.0,7.0,5.444444444444445,3.0,7.0,4.0,6.0,4.0,5.0,5.0,3.0,6.0,7.0,5.0,7.0,5.166666666666667,,,,,,,,,,,,,,74.15
P00125,Human-Human Pair,7,7,4,7,6,4,7,7,5,5,5,6,7,6,5,7,5,7,5,6,5,5,5,7,5.833333333333333,2,2,6,4,1,2,1,1,1,3,1,2.1818181818181817,5.0,3.0,5.0,5.0,7.0,7.0,6.0,5.0,7.0,5.555555555555555,3.0,3.0,5.0,7.0,5.0,5.0,3.0,6.0,6.0,6.0,4.0,4.0,4.75,,,,,,,,,,,,,,62.03
P00126,Human-Human Pair,5,4,4,5,5,4,6,5,5,6,4,5,6,3,7,4,5,7,7,5,5,7,6,4,5.166666666666667,2,1,3,3,4,3,5,2,4,2,4,3.0,3.0,5.0,2.0,5.0,6.0,4.0,4.0,6.0,5.0,4.444444444444445,4.0,5.0,7.0,7.0,7.0,6.0,5.0,1.0,4.0,4.0,2.0,3.0,4.583333333333333,,,,,,,,,,,,,,54.47
P00127,Human-Human Pair,5,7,7,6,4,2,3,3,4,5,4,6,5,5,7,4,6,5,5,7,7,4,5,6,5.083333333333333,2,4,3,6,1,3,1,4,1,3,2,2.727272727272727,4.0,3.0,4.0,7.0,5.0,6.0,7.0,6.0,4.0,5.111111111111111,6.0,4.0,4.0,3.0,6.0,4.0,5.0,3.0,6.0,4.0,5.0,6.0,4.666666666666667,,,,,,,,,,,,,,84.92
P00128,Human-Human Pair,5,3,7,7,6,4,5,4,7,6,4,5,7,7,7,6,5,1,6,5,6,5,3,6,5.291666666666667,4,4,4,4,2,3,3,3,4,4,6,3.727272727272727,7.0,5.0,1.0,7.0,4.0,4.0,5.0,4.0,6.0,4.777777777777778,3.0,3.0,5.0,6.0,6.0,4.0,3.0,4.0,5.0,7.0,2.0,5.0,4.416666666666667,,,,,,,,,,,,,,61.59
P00130,Human-Human Pair,6,4,7,5,7,7,1,4,7,6,4,4,2,5,7,7,7,7,7,7,6,5,7,7,5.666666666666667,2,2,3,4,4,1,6,2,2,1,7,3.090909090909091,5.0,4.0,6.0,6.0,5.0,6.0,4.0,4.0,2.0,4.666666666666667,3.0,7.0,7.0,5.0,7.0,5.0,5.0,5.0,5.0,5.0,7.0,5.0,5.5,,,,,,,,,,,,,,84.06
P00131,Human-Human Pair,7,6,4,3,6,5,5,5,7,3,2,6,5,6,6,7,3,4,6,6,7,7,5,4,5.208333333333333,2,2,4,3,1,2,4,3,4,3,5,3.0,5.0,5.0,4.0,5.0,1.0,5.0,5.0,3.0,4.0,4.111111111111111,6.0,5.0,5.0,5.0,5.0,7.0,5.0,3.0,7.0,5.0,4.0,3.0,5.0,,,,,,,,,,,,,,80.58
P00132,Human-Human Pair,5,7,5,4,7,7,6,6,5,6,7,6,5,7,2,7,3,4,5,5,7,4,6,4,5.416666666666667,3,3,3,2,2,3,4,2,1,4,3,2.727272727272727,6.0,4.0,2.0,4.0,4.0,5.0,4.0,6.0,5.0,4.444444444444445,5.0,5.0,5.0,5.0,6.0,4.0,7.0,5.0,3.0,5.0,4.0,6.0,5.0,,,,,,,,,,,,,,100.0
P00133,Human-Human Pair,4,6,3,6,4,4,4,6,7,5,4,7,4,2,6,4,7,5,6,7,3,4,5,7,5.0,2,2,4,2,3,1,6,1,2,3,6,2.909090909090909,3.0,7.0,6.0,6.0,4.0,6.0,4.0,7.0,4.0,5.222222222222222,5.0,4.0,3.0,6.0,6.0,7.0,2.0,6.0,7.0,4.0,7.0,4.0,5.083333333333333,,,,,,,,,,,,,,61.16
P00135,Human-Human Pair,7,6,2,5,7,6,6,3,4,6,6,7,5,6,5,4,2,6,6,4,3,6,5,6,5.125,6,1,2,2,5,1,6,3,3,2,2,3.0,7.0,4.0,6.0,5.0,4.0,7.0,6.0,6.0,7.0,5.777777777777778,3.0,7.0,1.0,4.0,4.0,6.0,5.0,5.0,5.0,3.0,3.0,6.0,4.333333333333333,,,,,,,,,,,,,,83.86
P00136,Human-Human Pair,7,4,6,5,7,7,6,5,7,6,4,3,5,7,7,4,4,7,4,6,4,7,4,7,5.541666666666667,3,3,1,1,2,3,1,1,4,4,3,2.3636363636363638,6.0,3.0,5.0,7.0,5.0,5.0,7.0,3.0,6.0,5.222222222222222,7.0,4.0,6.0,3.0,4.0,5.0,6.0,7.0,7.0,5.0,7.0,4.0,5.416666666666667,,,,,,,,,,,,,,86.15
P00137,Human-Human Pair,6,6,6,3,4,5,3,7,7,6,4,7,7,6,6,6,6,5,5,7,7,3,5,4,5.458333333333333,5,2,1,4,5,4,3,3,5,1,3,3.272727272727273,4.0,3.0,5.0,7.0,6.0,6.0,5.0,6.0,4.0,5.111111111111111,4.0,5.0,5.0,5.0,5.0,4.0,7.0,6.0,5.0,5.0,4.0,5.0,5.0,,,,,,,,,,,,,,79.45
P00138,Human-Human Pair,2,3,4,6,5,7,3,4,7,5,7,7,4,5,5,2,5,7,6,6,5,4,7,5,5.041666666666667,3,3,5,4,1,1,4,3,2,4,3,3.0,5.0,6.0,5.0,7.0,4.0,6.0,7.0,3.0,5.0,5.333333333333333,7.0,7.0,5.0,4.0,6.0,7.0,3.0,3.0,5.0,6.0,4.0,6.0,5.25,,,,,,,,,,,,,,68.43
P00150,Human-Human Pair,6,5,5,6,6,6,5,7,5,4,4,2,7,7,4,5,4,7,3,5,5,7,5,3,5.125,2,1,3,5,1,2,2,2,4,3,3,2.5454545454545454,4.0,5.0,6.0,4.0,6.0,5.0,7.0,5.0,6.0,5.333333333333333,5.0,5.0,5.0,6.0,3.0,7.0,2.0,4.0,5.0,5.0,7.0,2.0,4.666666666666667,,,,,,,,,,,,,,70.66
P00151,Human-Human Pair,2,5,6,7,5,7,6,5,3,6,3,7,5,7,5,6,6,5,5,6,4,3,7,6,5.291666666666667,3,5,2,5,3,1,6,4,3,4,2,3.4545454545454546,6.0,2.0,4.0,7.0,5.0,5.0,3.0,7.0,7.0,5.111111111111111,5.0,4.0,6.0,7.0,6.0,7.0,3.0,4.0,3.0,6.0,5.0,5.0,5.083333333333333,,,,,,,,,,,,,,85.13
P00152,Human-Human Pair,7,3,4,7,5,4,7,3,5,6,4,6,4,7,5,6,6,4,2,6,5,6,5,5,5.083333333333333,6,1,4,2,2,2,2,4,5,3,3,3.090909090909091,4.0,6.0,7.0,5.0,5.0,4.0,4.0,1.0,6.0,4.666666666666667,4.0,2.0,6.0,3.0,4.0,7.0,3.0,3.0,5.0,7.0,3.0,5.0,4.333333333333333,,,,,,,,,,,,,,82.62
P00153,Human-Human Pair,2,6,7,5,7,7,5,5,4,5,6,5,2,7,6,5,7,7,1,6,3,6,5,6,5.208333333333333,2,1,2,3,4,1,4,2,3,2,3,2.4545454545454546,6.0,3.0,4.0,5.0,7.0,4.0,7.0,7.0,5.0,5.333333333333333,4.0,4.0,5.0,3.0,5.0,7.0,4.0,5.0,2.0,5.0,5.0,5.0,4.5,,,,,,,,,,,,,,73.85
P00155,Human-Human Pair,6,5,6,4,7,7,3,4,4,6,3,5,6,5,6,4,6,4,5,6,5,5,4,5,5.041666666666667,3,1,2,3,1,5,5,1,5,3,3,2.909090909090909,4.0,7.0,6.0,4.0,3.0,3.0,5.0,6.0,6.0,4.888888888888889,5.0,3.0,4.0,7.0,4.0,5.0,3.0,5.0,4.0,6.0,6.0,4.0,4.666666666666667,,,,,,,,,,,,,,74.84
P00156,Human-Human Pair,4,3,4,6,6,6,5,7,5,6,3,1,6,3,5,5,7,6,6,7,6,5,7,4,5.125,3,1,3,3,5,1,2,4,3,3,1,2.6363636363636362,4.0,7.0,5.0,6.0,5.0,3.0,7.0,6.0,7.0,5.555555555555555,3.0,6.0,3.0,5.0,6.0,2.0,5.0,4.0,4.0,5.0,7.0,5.0,4.583333333333333,,,,,,,,,,,,,,78.49
P00157,Human-Human Pair,5,5,4,7,6,6,4,5,5,3,3,4,6,4,4,4,5,5,7,7,7,7,4,3,5.0,1,5,2,1,2,2,3,3,2,4,2,2.4545454545454546,5.0,6.0,4.0,4.0,6.0,4.0,5.0,6.0,7.0,5.222222222222222,6.0,6.0,6.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.833333333333333,,,,,,,,,,,,,,72.72
P00158,Individual,7,6,5,7,3,4,7,5,5,3,6,6,4,5,5,6,3,7,7,5,5,5,4,5,5.208333333333333,2,5,4,4,3,1,3,4,1,4,6,3.3636363636363638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.71
P00160,Individual,3,2,4,5,7,6,6,4,4,6,6,6,4,6,6,4,4,6,5,7,6,4,5,5,5.041666666666667,2,1,4,4,4,5,2,5,1,1,1,2.727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.31
P00161,Individual,4,6,6,3,5,5,3,4,4,7,5,6,3,7,7,2,4,6,6,4,5,4,5,7,4.916666666666667,2,4,2,2,4,4,4,1,2,4,3,2.909090909090909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.06
P00162,Individual,6,4,7,7,6,7,5,6,7,6,5,3,5,6,7,6,4,2,4,5,5,6,7,5,5.458333333333333,2,2,3,2,3,3,3,3,3,1,4,2.6363636363636362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.71
P00163,Individual,4,4,6,5,3,6,3,5,6,7,7,3,5,5,6,5,5,5,4,7,6,7,5,4,5.125,1,3,1,6,1,3,5,4,3,1,1,2.6363636363636362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.34
P00165,Individual,5,6,1,5,3,6,4,4,5,4,4,3,2,7,3,5,6,4,4,6,7,3,5,3,4.375,2,3,2,2,1,3,4,1,2,4,5,2.6363636363636362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.22
